Id,Series,Season,Round,HomeName,HomeLogo,HomeGoals,AwayName,AwayLogo,AwayGoals,StadiumName,StartDate
108,Bundesliga,2020,15,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Stadion im BORUSSIA-PARK,2021-01-09T06:30:00+11:00
109,Bundesliga,2020,15,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Schwarzwald-Stadion,2021-01-10T01:30:00+11:00
110,Bundesliga,2020,15,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,BayArena,2021-01-10T01:30:00+11:00
111,Bundesliga,2020,15,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Veltins-Arena,2021-01-10T01:30:00+11:00
112,Bundesliga,2020,15,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Opel Arena,2021-01-10T01:30:00+11:00
113,Bundesliga,2020,15,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Stadion An der Alten Forsterei,2021-01-10T01:30:00+11:00
114,Bundesliga,2020,15,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Red Bull Arena,2021-01-10T04:30:00+11:00
115,Bundesliga,2020,15,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,WWK Arena,2021-01-11T01:30:00+11:00
116,Bundesliga,2020,15,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,SchucoArena,2021-01-11T04:00:00+11:00
117,Bundesliga,2020,16,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Weserstadion,2021-01-16T17:00:00+11:00
118,Bundesliga,2020,16,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Signal-Iduna-Park,2021-01-16T17:00:00+11:00
119,Bundesliga,2020,16,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Deutsche Bank Park,2021-01-16T17:00:00+11:00
120,Bundesliga,2020,16,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,RheinEnergieStadion,2021-01-16T17:00:00+11:00
121,Bundesliga,2020,16,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Allianz Arena,2021-01-16T17:00:00+11:00
122,Bundesliga,2020,16,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Mercedes-Benz-Arena,2021-01-16T17:00:00+11:00
123,Bundesliga,2020,16,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Volkswagen Arena,2021-01-16T17:00:00+11:00
124,Bundesliga,2020,16,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,PreZero Arena,2021-01-16T17:00:00+11:00
125,Bundesliga,2020,16,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Stadion An der Alten Forsterei,2021-01-16T17:00:00+11:00
126,Bundesliga,2020,17,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Olympiastadion Berlin,2021-01-20T17:00:00+11:00
127,Bundesliga,2020,17,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Schwarzwald-Stadion,2021-01-20T17:00:00+11:00
128,Bundesliga,2020,17,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,BayArena,2021-01-20T17:00:00+11:00
129,Bundesliga,2020,17,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Veltins-Arena,2021-01-20T17:00:00+11:00
130,Bundesliga,2020,17,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,SchucoArena,2021-01-20T17:00:00+11:00
131,Bundesliga,2020,17,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Stadion im BORUSSIA-PARK,2021-01-20T17:00:00+11:00
132,Bundesliga,2020,17,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Opel Arena,2021-01-20T17:00:00+11:00
133,Bundesliga,2020,17,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,WWK Arena,2021-01-20T17:00:00+11:00
134,Bundesliga,2020,17,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Red Bull Arena,2021-01-20T17:00:00+11:00
135,Bundesliga,2020,18,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Olympiastadion Berlin,2021-01-23T17:00:00+11:00
136,Bundesliga,2020,18,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Schwarzwald-Stadion,2021-01-23T17:00:00+11:00
137,Bundesliga,2020,18,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,BayArena,2021-01-23T17:00:00+11:00
138,Bundesliga,2020,18,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Veltins-Arena,2021-01-23T17:00:00+11:00
139,Bundesliga,2020,18,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,SchucoArena,2021-01-23T17:00:00+11:00
140,Bundesliga,2020,18,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Stadion im BORUSSIA-PARK,2021-01-23T17:00:00+11:00
141,Bundesliga,2020,18,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Opel Arena,2021-01-23T17:00:00+11:00
142,Bundesliga,2020,18,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,WWK Arena,2021-01-23T17:00:00+11:00
143,Bundesliga,2020,18,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,PreZero Arena,2021-01-23T17:00:00+11:00
144,Bundesliga,2020,19,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Weserstadion,2021-01-30T17:00:00+11:00
145,Bundesliga,2020,19,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Signal-Iduna-Park,2021-01-30T17:00:00+11:00
146,Bundesliga,2020,19,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Deutsche Bank Park,2021-01-30T17:00:00+11:00
147,Bundesliga,2020,19,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,RheinEnergieStadion,2021-01-30T17:00:00+11:00
148,Bundesliga,2020,19,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Allianz Arena,2021-01-30T17:00:00+11:00
149,Bundesliga,2020,19,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Mercedes-Benz-Arena,2021-01-30T17:00:00+11:00
150,Bundesliga,2020,19,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Volkswagen Arena,2021-01-30T17:00:00+11:00
151,Bundesliga,2020,19,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Stadion An der Alten Forsterei,2021-01-30T17:00:00+11:00
152,Bundesliga,2020,19,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Red Bull Arena,2021-01-30T17:00:00+11:00
153,Bundesliga,2020,20,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Olympiastadion Berlin,2021-02-06T17:00:00+11:00
154,Bundesliga,2020,20,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Schwarzwald-Stadion,2021-02-06T17:00:00+11:00
155,Bundesliga,2020,20,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,BayArena,2021-02-06T17:00:00+11:00
156,Bundesliga,2020,20,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Veltins-Arena,2021-02-06T17:00:00+11:00
157,Bundesliga,2020,20,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,SchucoArena,2021-02-06T17:00:00+11:00
158,Bundesliga,2020,20,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Stadion im BORUSSIA-PARK,2021-02-06T17:00:00+11:00
159,Bundesliga,2020,20,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Opel Arena,2021-02-06T17:00:00+11:00
160,Bundesliga,2020,20,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,WWK Arena,2021-02-06T17:00:00+11:00
161,Bundesliga,2020,20,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,PreZero Arena,2021-02-06T17:00:00+11:00
162,Bundesliga,2020,21,Werder Bremen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60300.png,0,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,Weserstadion,2021-02-13T17:00:00+11:00
163,Bundesliga,2020,21,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,TSG Hoffenheim,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60287.png,0,Signal-Iduna-Park,2021-02-13T17:00:00+11:00
164,Bundesliga,2020,21,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,Deutsche Bank Park,2021-02-13T17:00:00+11:00
165,Bundesliga,2020,21,Bayer Leverkusen,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60288.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,BayArena,2021-02-13T17:00:00+11:00
166,Bundesliga,2020,21,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Allianz Arena,2021-02-13T17:00:00+11:00
167,Bundesliga,2020,21,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,Mercedes-Benz-Arena,2021-02-13T17:00:00+11:00
168,Bundesliga,2020,21,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Volkswagen Arena,2021-02-13T17:00:00+11:00
169,Bundesliga,2020,21,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Stadion An der Alten Forsterei,2021-02-13T17:00:00+11:00
170,Bundesliga,2020,21,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,FC Augsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60292.png,0,Red Bull Arena,2021-02-13T17:00:00+11:00
171,Bundesliga,2020,22,Hertha Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60495.png,0,RB Leipzig,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60547.png,0,Olympiastadion Berlin,2021-02-20T17:00:00+11:00
172,Bundesliga,2020,22,Eintracht Frankfurt,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60291.png,0,Bayern Munich,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60293.png,0,Deutsche Bank Park,2021-02-20T17:00:00+11:00
173,Bundesliga,2020,22,SC Freiburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60299.png,0,1. FC Union Berlin,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61422.png,0,Schwarzwald-Stadion,2021-02-20T17:00:00+11:00
174,Bundesliga,2020,22,FC Cologne,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60497.png,0,VFB Stuttgart,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60301.png,0,RheinEnergieStadion,2021-02-20T17:00:00+11:00
175,Bundesliga,2020,22,Schalke 04,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60294.png,0,Borussia Dortmund,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60289.png,0,Veltins-Arena,2021-02-20T17:00:00+11:00
176,Bundesliga,2020,22,Arminia Bielefeld,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61573.png,0,Wolfsburg,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60302.png,0,SchucoArena,2021-02-20T17:00:00+11:00
177,Bundesliga,2020,22,Borussia Monchengladbach,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60290.png,0,Mainz,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60286.png,0,Stadion im BORUSSIA-PARK,2021-02-20T17:00:00+11:00
